7,23,B
7,24,K
8,0,K
8,1,B
8,2,K
8,3,K
8,4,B
8,5,K
8,6,B
8,7,B
8,8,K
8,9,K
8,10,B
8,11,B
8,12,B
8,13,B
8,14,B
8,15,B
8,16,B
8,17,B
8,18,K
8,19,B
8,20,B
8,21,B
8,22,B
8,23,B
8,24,B
9,0,B
9,1,B
9,2,K
9,3,B
9,4,K
9,5,B
9,6,K
9,7,K
9,8,K
9,9,K
9,10,B
9,11,B
9,12,B
9,13,B
9,14,K
9,15,K
9,16,B
9,17,B
9,18,K
9,19,K
9,20,K
9,21,B
9,22,B
9,23,B
9,24,K
10,0,K
10,1,B
10,2,K
10,3,B
10,4,B
10,5,B
10,6,B
10,7,B
10,8,K
10,9,B
10,10,K
10,11,B
10,12,B
10,13,K
10,14,K
10,15,K
10,16,K
10,17,K
10,18,B
10,19,K
10,20,B
10,21,K
10,22,B
10,23,K
10,24,B
11,0,K
11,1,B
11,2,B
11,3,B
11,4,K
11,5,K
11,6,K
11,7,B
11,8,K
11,9,B
11,10,K
11,11,K
11,12,K
11,13,B
11,14,B
11,15,B
11,16,K
11,17,B
11,18,K
11,19,B
11,20,B
11,21,K
11,22,K
11,23,B
11,24,K
12,0,B
12,1,K
12,2,B
12,3,K
12,4,K
12,5,B
12,6,B
12,7,B
12,8,K
12,9,B
12,10,B
12,11,K
12,12,K
12,13,B
12,14,K
12,15,B
12,16,B
12,17,B
12,18,K
12,19,B
12,20,B
12,21,B
12,22,B
12,23,K
12,24,B
13,0,B
13,1,B
13,2,K
13,3,K
13,4,B
13,5,B
13,6,K
13,7,B
13,8,K
13,9,B
13,10,K
13,11,K
13,12,B
13,13,K
13,14,B
13,15,K
13,16,B
13,17,K
13,18,B
13,19,K
13,20,B
13,21,K
13,22,B
13,23,K
13,24,B
14,0,B
14,1,K
14,2,B
14,3,B
14,4,K
14,5,B
14,6,K
14,7,B
14,8,B
14,9,B
14,10,K
14,11,B
14,12,B
14,13,B
14,14,B
14,15,B
14,16,K
14,17,B
14,18,K
14,19,K
14,20,B
14,21,K
14,22,K
14,23,K
14,24,K
15,0,B
15,1,B
15,2,B
15,3,B
15,4,B
15,5,B
15,6,K
15,7,B
15,8,B
15,9,B
15,10,B
15,11,B
15,12,B
15,13,B
15,14,K
15,15,B
15,16,B
15,17,K
15,18,K
15,19,K
15,20,B
15,21,B
15,22,K
15,23,B
15,24,B
16,0,K
16,1,K
16,2,K
16,3,B
16,4,B
16,5,K
16,6,B
16,7,K
16,8,B
16,9,B
16,10,B
16,11,B
16,12,B
16,13,K
16,14,B
16,15,B
16,16,K
16,17,K
16,18,B
16,19,K
16,20,B
16,21,B
16,22,K
16,23,K
16,24,B
17,0,B
17,1,B
17,2,B
17,3,B
17,4,B
17,5,B
17,6,B
17,7,B
17,8,B
17,9,K
17,10,B
17,11,B
17,12,B
17,13,K
17,14,K
17,15,B
17,16,B
17,17,K
17,18,K
17,19,K
17,20,B
17,21,B
17,22,B
17,23,B
17,24,K
18,0,K
18,1,B
18,2,B
18,3,B
18,4,B
18,5,B
18,6,B
18,7,K
18,8,B
18,9,B
18,10,B
18,11,B
18,12,B
18,13,B
18,14,K
18,15,K
18,16,B
18,17,K
18,18,B
18,19,B
18,20,K
18,21,B
18,22,B
18,23,K
18,24,B
19,0,B
19,1,K
19,2,B
19,3,B
19,4,K
19,5,K
19,6,B
19,7,K
19,8,B
19,9,B
19,10,K
19,11,K
19,12,B
19,13,B
19,14,K
19,15,K
19,16,K
19,17,B
19,18,B
19,19,B
19,20,B
19,21,B
19,22,K
19,23,K
19,24,B
20,0,B
20,1,B
20,2,B
20,3,B
20,4,B
20,5,K
20,6,B
20,7,K
20,8,K
20,9,K
20,10,B
20,11,B
20,12,B
20,13,K
20,14,K
20,15,B
20,16,B
20,17,B
20,18,B
20,19,B
20,20,B
20,21,B
20,22,B
20,23,B
20,24,K
21,0,K
21,1,B
21,2,B
21,3,K
21,4,K
21,5,K
21,6,B
21,7,B
21,8,B
21,9,B
21,10,K
21,11,B
21,12,B
21,13,K
21,14,K
21,15,K
21,16,B
21,17,K
21,18,B
21,19,B
21,20,B
21,21,K
21,22,B
21,23,B
21,24,B
22,0,B
22,1,K
22,2,B
22,3,K
22,4,B
22,5,B
22,6,B
22,7,B
22,8,B
22,9,K
22,10,B
22,11,B
22,12,K
22,13,B
22,14,B
22,15,B
22,16,B
22,17,B
22,18,B
22,19,K
22,20,K
22,21,B
22,22,B
22,23,K
22,24,K
23,0,K
23,1,K
23,2,B
23,3,B
23,4,K
23,5,B
23,6,B
23,7,K
23,8,B
23,9,K
23,10,B
23,11,B
23,12,B
23,13,B
23,14,B
23,15,K
23,16,B
23,17,B
23,18,B
23,19,B
23,20,B
23,21,B
23,22,B
23,23,B
23,24,B
24,0,K
24,1,K
24,2,B
24,3,K
24,4,B
24,5,B
24,6,B
24,7,B
24,8,B
24,9,B
24,10,B
24,11,B
24,12,B
24,13,B
24,14,K
24,15,B
24,16,B
24,17,B
24,18,K
24,19,K
24,20,B
24,21,K
24,22,K
24,23,B
24,24,B
